Profiling load_model_state_dict...
         219349 function calls (196033 primitive calls) in 87.281 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/xmod/configuration_xmod.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/squeezebert/configuration_squeezebert.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/roformer/configuration_roformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/ernie/configuration_ernie.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/camembert/configuration_camembert.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/xlm_roberta_xl/configuration_xlm_roberta_xl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/big_bird/configuration_big_bird.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/convbert/configuration_convbert.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/bridgetower/configuration_bridgetower.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/roberta_prelayernorm/configuration_roberta_prelayernorm.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/git/configuration_git.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/time_series_transformer/configuration_time_series_transformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/roberta/configuration_roberta.py:16(<module>)
      407    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/hub.py:219(extract_commit_hash)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/ibert/configuration_ibert.py:17(<module>)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:2498(__init__)
      558    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:2996(_fix_key)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/clipseg/configuration_clipseg.py:15(<module>)
      557    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:3101(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mask2former/configuration_mask2former.py:34(Mask2FormerConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/beit/configuration_beit.py:188(BeitOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/vit_hybrid/configuration_vit_hybrid.py:15(<module>)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1006(__init__)
      177    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/speecht5/configuration_speecht5.py:15(<module>)
      180    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       97    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:255(get)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/dinat/configuration_dinat.py:15(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:2781(__init__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/fsmt/configuration_fsmt.py:15(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_compile.py:560(_compile_info)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/focalnet/configuration_focalnet.py:15(<module>)
      268    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/led/configuration_led.py:31(LEDConfig)
      744    0.000    0.000    0.000    0.000 /usr/lib/python3.9/copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/nat/configuration_nat.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/sew/configuration_sew.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/hub.py:130(is_remote_url)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/maskformer/configuration_maskformer_swin.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/deformable_detr/configuration_deformable_detr.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/swin2sr/configuration_swin2sr.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/vit_mae/configuration_vit_mae.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/json/__init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/layoutlmv2/configuration_layoutlmv2.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/reformer/configuration_reformer.py:16(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_compile.py:87(_compile)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/convnextv2/configuration_convnextv2.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/xlnet/configuration_xlnet.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/detr/configuration_detr.py:37(DetrConfig)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.9/enum.py:88(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/vit/configuration_vit.py:129(ViTOnnxConfig)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:916(format)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mvp/configuration_mvp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/sew_d/configuration_sew_d.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/vision_text_dual_encoder/configuration_vision_text_dual_encoder.py:15(<module>)
      478    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/wav2vec2/configuration_wav2vec2.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/funnel/configuration_funnel.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/timesformer/configuration_timesformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/dpt/configuration_dpt.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/pegasus/configuration_pegasus.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mpnet/configuration_mpnet.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/data2vec/configuration_data2vec_audio.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/transfo_xl/configuration_transfo_xl.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/unispeech/configuration_unispeech.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/markuplm/configuration_markuplm.py:15(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:1840(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/urllib/parse.py:380(urlparse)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/qdqbert/configuration_qdqbert.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/cvt/configuration_cvt.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/deta/configuration_deta.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/pegasus_x/configuration_pegasus_x.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/layoutlmv3/configuration_layoutlmv3.py:193(LayoutLMv3OnnxConfig)
       80    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/packaging/version.py:205(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/gpt_bigcode/configuration_gpt_bigcode.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/swinv2/configuration_swinv2.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/regnet/configuration_regnet.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/luke/configuration_luke.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mctct/configuration_mctct.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/unispeech_sat/configuration_unispeech_sat.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/fnet/configuration_fnet.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/trajectory_transformer/configuration_trajectory_transformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/wav2vec2_conformer/configuration_wav2vec2_conformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/json/decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/xglm/configuration_xglm.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/openai/configuration_openai.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/nllb_moe/configuration_nllb_moe.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mgp_str/configuration_mgp_str.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/graphormer/configuration_graphormer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/enum.py:164(__prepare__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/donut/configuration_donut_swin.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/glpn/configuration_glpn.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/switch_transformers/configuration_switch_transformers.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/tvlt/configuration_tvlt.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/decision_transformer/configuration_decision_transformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/vit_msn/configuration_vit_msn.py:15(<module>)
      180    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/audio_spectrogram_transformer/configuration_audio_spectrogram_transformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/rwkv/configuration_rwkv.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/speech_to_text/configuration_speech_to_text.py:15(<module>)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:1233(formatannotation)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/roc_bert/configuration_roc_bert.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/lilt/configuration_lilt.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/dpr/configuration_dpr.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/gpt_neox_japanese/configuration_gpt_neox_japanese.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/opt/configuration_opt.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/biogpt/configuration_biogpt.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/cpmant/configuration_cpmant.py:15(<module>)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:218(_deduplicate)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/efficientformer/configuration_efficientformer.py:32(EfficientFormerConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/hubert/configuration_hubert.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/ctrl/configuration_ctrl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/gptsan_japanese/configuration_gptsan_japanese.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mobilenet_v1/configuration_mobilenet_v1.py:112(MobileNetV1OnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/timm_backbone/configuration_timm_backbone.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/wavlm/configuration_wavlm.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/nystromformer/configuration_nystromformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/megatron_bert/configuration_megatron_bert.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/yolos/configuration_yolos.py:162(YolosOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/yoso/configuration_yoso.py:15(<module>)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:416(_field_init)
        4    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:1185(can_generate)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/gpt_neox/configuration_gpt_neox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/retribert/configuration_retribert.py:15(<module>)
      177    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/conditional_detr/configuration_conditional_detr.py:242(ConditionalDetrOnnxConfig)
        3    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/configuration_utils.py:417(num_labels)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/pathlib.py:1079(__new__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/llama/configuration_llama.py:20(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/canine/configuration_canine.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/van/configuration_van.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/videomae/configuration_videomae.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:650(format)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/swin/configuration_swin.py:167(SwinOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/splinter/configuration_splinter.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/poolformer/configuration_poolformer.py:135(PoolFormerOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/visual_bert/configuration_visual_bert.py:15(<module>)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/vilt/configuration_vilt.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:909(__getitem__)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:322(field)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/resnet/configuration_resnet.py:117(ResNetOnnxConfig)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/segformer/configuration_segformer.py:157(SegformerOnnxConfig)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/efficientnet/configuration_efficientnet.py:156(EfficientNetOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/deit/configuration_deit.py:132(DeiTOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/jukebox/configuration_jukebox.py:504(JukeboxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mobilenet_v2/configuration_mobilenet_v2.py:142(MobileNetV2OnnxConfig)
       51    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/typing_extensions.py:176(_should_collect_from_parameters)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:358(_recursive_repr)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/swiftformer/configuration_swiftformer.py:123(SwiftFormerOnnxConfig)
       99    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:234(__next)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/pathlib.py:702(_from_parts)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1031(get_filename)
      147    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.9/posixpath.py:71(join)
       97    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:173(append)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:2873(replace)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.9/copy.py:242(_keep_alive)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/table_transformer/configuration_table_transformer.py:242(TableTransformerOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/levit/configuration_levit.py:132(LevitOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/convnext/configuration_convnext.py:128(ConvNextOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/detr/configuration_detr.py:263(DetrOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mobilevit/configuration_mobilevit.py:168(MobileViTOnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mobilevitv2/configuration_mobilevitv2.py:152(MobileViTV2OnnxConfig)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/generic.py:390(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/json/decoder.py:343(raw_decode)
       97    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:165(__getitem__)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_relax_case)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/pathlib.py:682(_parse_args)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/backbone_utils.py:23(BackboneType)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:841(create_module)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.9/functools.py:35(update_wrapper)
        3    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/modeling_utils.py:1104(post_init)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.9/enum.py:358(__call__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/ernie_m/configuration_ernie_m.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/hub.py:300(cached_file)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:532(<listcomp>)
       65    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:750(__eq__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/contextlib.py:489(__exit__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/nezha/configuration_nezha.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/bert_generation/configuration_bert_generation.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/xlm_prophetnet/configuration_xlm_prophetnet.py:33(XLMProphetNetConfig)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:612(_is_type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/posixpath.py:117(splitext)
       26    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/packaging/version.py:491(_parse_local_version)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/pathlib.py:64(parse_parts)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:344(_tuple_str)
        5    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/generic.py:386(__enter__)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:933(__hash__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1436(info)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/bart/configuration_bart.py:185(BartOnnxConfig)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/enum.py:221(<setcomp>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/blenderbot/configuration_blenderbot.py:172(BlenderbotOnnxConfig)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:175(getwidth)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:837(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:160(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/time_series_transformer/configuration_time_series_transformer.py:33(TimeSeriesTransformerConfig)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/enum.py:977(__and__)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/mbart/configuration_mbart.py:170(MBartOnnxConfig)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:494(unwrap)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/contextlib.py:438(enter_context)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/bigbird_pegasus/configuration_bigbird_pegasus.py:201(BigBirdPegasusOnnxConfig)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/marian/configuration_marian.py:169(MarianOnnxConfig)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:628(usesTime)
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/quantization_config.py:171(from_dict)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:753(_set_new_attribute)
       78    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/packaging/version.py:452(_parse_letter_version)
       75    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:743(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/urllib/parse.py:445(urlsplit)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/feature_extraction_utils.py:232(FeatureExtractionMixin)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/albert/configuration_albert.py:159(AlbertOnnxConfig)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:244(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.9/enum.py:462(__setattr__)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:928(__eq__)
        6    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/blenderbot_small/configuration_blenderbot_small.py:171(BlenderbotSmallOnnxConfig)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:470(_init_param)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/posixpath.py:140(basename)
       27    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/utils/doc.py:1169(copy_func)
        1    0.000    0.000    0.000    0.000 /home/venv/lib/python3.9/site-packages/transformers/models/gpt2/configuration_gpt2.py:195(GPT2OnnxConfig)
       48    0.000    0.000    0.000    0.000 {function ClassInstantier.__getitem__ at 0x7fd49efb6e50}
